Here are all the outputs of this program!
0.00244346	0.0829031	-0.0459022
0.00226893	0.0834267	-0.0467748
0.0020944	0.0837758	-0.047822
0.00174533	0.0842994	-0.0486947
-0.00506146	0.0942478	-0.0706858
-0.00541052	0.0945968	-0.0715585
-0.00558505	0.0949459	-0.0720821
-0.00593412	0.095295	-0.0729548
-0.00610865	0.095644	-0.0736529
-0.00645772	0.0959931	-0.074351
-0.0132645	0.103323	-0.0904081
-0.013439	0.103498	-0.0911062
-0.0136136	0.103673	-0.0916298
-0.0139626	0.104022	-0.0921534
-0.0141372	0.104196	-0.092677
-0.0144862	0.104371	-0.0932006
-0.021293	0.109607	-0.105592
-0.0214675	0.109781	-0.105941
-0.0216421	0.109956	-0.106465
-0.0219911	0.110305	-0.106814
-0.0221657	0.110305	-0.107163
-0.0225147	0.110479	-0.107512
-0.0293215	0.114494	-0.116763
-0.0296706	0.114494	-0.117112
-0.0298451	0.114843	-0.117461
-0.0301942	0.114843	-0.11781
-0.0303687	0.115017	-0.118159
-0.0307178	0.115017	-0.118333
-0.0375246	0.117984	-0.125664
-0.0378736	0.118159	-0.125838
-0.0382227	0.118159	-0.126187
-0.0385718	0.118333	-0.126362
-0.0387463	0.118333	-0.126536
-0.0389208	0.118508	-0.126885
-0.0460767	0.120602	-0.132121
-0.0462512	0.120777	-0.13247
-0.0466003	0.120777	-0.132645
-0.0469494	0.120951	-0.13282
-0.0472984	0.121126	-0.132994
-0.047473	0.121126	-0.133169
-0.0546288	0.122697	-0.137357
-0.0548033	0.122697	-0.137532
-0.0551524	0.122697	-0.137706
-0.0553269	0.122871	-0.137706
-0.055676	0.122871	-0.137881
-0.0560251	0.122871	-0.138056
-0.0631809	0.124093	-0.141023
-0.06353	0.124093	-0.141023
-0.0637045	0.124267	-0.141197
-0.0640536	0.124267	-0.141372
-0.0644026	0.124267	-0.141546
-0.0645772	0.124442	-0.141546
-0.0719076	0.125315	-0.14399
-0.0720821	0.12514	-0.14399
-0.0724312	0.125315	-0.14399
-0.0727802	0.125315	-0.144164
-0.0729548	0.125315	-0.144339
-0.0733038	0.125315	-0.144339
-0.0806342	0.126013	-0.146084
-0.0808087	0.126013	-0.146259
-0.0811578	0.126013	-0.146259
-0.0815069	0.126013	-0.146259
-0.0816814	0.126187	-0.146433
-0.0820305	0.126187	-0.146433
-0.0893609	0.126536	-0.147829
-0.0897099	0.126536	-0.147829
-0.0898845	0.126536	-0.147829
-0.0902335	0.126711	-0.148004
-0.0905826	0.126711	-0.148004
-0.0907571	0.126536	-0.148004
-0.098262	0.12706	-0.149051
-0.0984366	0.12706	-0.149226
-0.0987856	0.12706	-0.149226
-0.0989602	0.12706	-0.149226
-0.0993092	0.12706	-0.149226
-0.0996583	0.12706	-0.149226
-0.106989	0.127409	-0.149924
-0.107163	0.127409	-0.150098
-0.107512	0.127409	-0.150098
-0.107861	0.127409	-0.150098
-0.10821	0.127409	-0.150273
-0.108385	0.127409	-0.150273
-0.115715	0.127584	-0.150796
-0.11589	0.127758	-0.150796
-0.116413	0.127584	-0.150971
-0.116588	0.127584	-0.150971
-0.116763	0.127584	-0.150971
-0.117112	0.127758	-0.150971
-0.124617	0.127584	-0.151495
-0.124966	0.127584	-0.151495
-0.12514	0.127758	-0.151495
-0.125489	0.127758	-0.151495
-0.125838	0.127758	-0.151495
-0.126013	0.127584	-0.151495
-0.133343	0.127758	-0.151669
-0.133692	0.127758	-0.151844
-0.134041	0.127758	-0.151844
-0.134216	0.127933	-0.151844
-0.134565	0.127933	-0.151669
-0.134914	0.127933	-0.151844
-0.142419	0.127933	-0.152018
-0.142593	0.127933	-0.152018
-0.142768	0.127933	-0.152018
-0.143292	0.127933	-0.152018
-0.143466	0.127933	-0.152018
-0.143641	0.127933	-0.152018
-0.151146	0.128107	-0.152193
-0.151495	0.128107	-0.152193
-0.151669	0.128107	-0.152367
-0.152018	0.128107	-0.152367
-0.152367	0.128107	-0.152367
-0.152542	0.128107	-0.152367
-0.161268	0.128107	-0.152018
-0.161617	0.128107	-0.152018
-0.161792	0.127933	-0.152018
-0.162141	0.127933	-0.152193
-0.16249	0.128107	-0.152367
-0.162665	0.128107	-0.152367
-0.17017	0.128107	-0.152542
